"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-08-13","RPALH306","X002AO6D3P","B0F74LNSH2","TV Aerial Coaxial Cable F-Connectors Adapter - 2 Pcs TV F/T Plug Type Male to Female Coaxial Socket Adapter, F Socket Female to Coax Plug Male TV Aerial Connector Adaptor for Cable Lead","New","86","1","0","93","0","0","0","0","0","GBP","9","82","125","169","","4.99","0.0","4.99","0.0","NoRestockExcessActionRequired","11","3.32","43","0","177.52","4.91","0.001413","cubic feet","Standard","0.121518","UK","gl_biss","12407","295","0","11","18","4.99","37.44","341.12","514.22","666.72","93","0","0","0","0","0.08","150","0","150","0","2","0","","","","","","","","","","","","","32.2","0","","2026-08-09","32.2","20.7","2026-08-10","237","0","2","0","296","N","","",""
"2026-08-13","ZQLH24101405","X0025JEHSX","B0DK1RC6HD","Pet Pill Plunger Popper,cat pill popper,pill popper for cats,Animal Medicine Feeder Side Grip Press Type with Silicone Tip for Dogs Cats Birds cat pill dispenser","New","17","0","0","17","0","0","0","0","0","GBP","1","2","3","3","Low traffic","3.99","0.0","3.99","0.0","Create Outlet deal","0","3.27","2","0","83.78","0.26","0.00286","cubic feet","Standard","0.04862","UK","gl_pet_products","94103","160","0","34","73","3.99","3.32","6.73","10.14","10.14","0","10","7","0","0","0.03","0","0","0","0","0","0","","","","","","","","","","","","","369.0","0","","2026-08-09","275.5","369.0","2026-08-10","17","0","0","0","160","N","","",""
"2026-08-13","RPLH260322","X002JM32GT","B0GTT19FTN","Pack of 6 Light Mixed Brown 20mm Round Faux Horn Sew On Plastic Buttons for Coats Jackets Cardigans Flat 4 Holes 32L","New","21","27","0","31","17","0","0","0","0","GBP","1","5","10","12","Low traffic","4.79","0.0","4.79","0.0","Create Outlet deal","0","4.15","2","0","104.26","0.38","0.003531","cubic feet","Standard","0.074151","UK","gl_office_product","230400","290","48","16","22","4.79","3.99","19.95","41.7","50.64","30","0","1","0","0","0.12","0","0","0","0","0","0","","","","","","","","","","","","","191.7","0","","2026-08-09","162.8","191.7","2026-08-10","48","0","0","0","290","N","","",""
"2026-08-13","RPALH331","X002AOCFUP","B0F73Z9P23","2-Pair Lace Thigh-High Stockings Set - Women's Translucent Hold-Ups with Breathable Comfort | Sexy & Versatile for All Outfits (Black/Red)","New","22","0","0","16","6","0","0","0","0","GBP","4","6","9","11","Low traffic","5.19","0.0","5.19","0.0","CreateShippingPlan","12","0.0","0","0","25.07","0.52","0.018228","cubic feet","Apparel","0.401016","UK","gl_apparel","135128","64","0","14","26","5.19","17.28","25.92","39.39","48.87","0","16","0","0","0","0.22","0","0","0","0","0","0","","","","","","","","","","","","","166.6","0","","2026-08-09","164.2","166.6","2026-08-10","22","0","0","0","64","N","","",""
"2026-08-13","RPALH563","X002I9MUVB","B0GL6XCYX9","MNFPSJB 6 PCS Invisible Pant Leg Clips, Plastic Trouser Hem for Jeans and Trousers, Discreet Pant Leg Fasteners to Make Pants Tighter, Easy Install Portable Hem Clips for Daily Wear","New","22","1","0","26","3","0","0","0","0","GBP","0","1","2","2","Low traffic","4.19","0.0","4.19","0.0","NoExcessInventory","23","0.0","0","0","0.0","0.15","0.003531","cubic feet","Apparel","0.077682","UK","gl_apparel","1281223","366","0","88","143","4.19","0.0","3.49","7.15","7.15","20","0","6","0","0","0.04","0","0","0","0","6","0","","","","","","","","","","","","","470.5","0","","2026-08-09","416.0","470.5","2026-08-10","23","6","0","0","366","N","","",""
"2026-08-13","RPALH474","X002AN5CG5","B0F6XWGMP7","Corrosion Resistant (Silver) Aluminium Tyre Wheel Alloy Valve Caps Dust Caps (4 Pack) Universal for Cars, SUVs, Bicycles, Motorcycles, Trucks | Plastic Insert | Screw-On","New","55","0","0","55","0","0","0","0","0","GBP","1","14","22","27","Low traffic","4.99","0.0","4.99","0.0","NoExcessInventory","55","0.0","0","0","0.0","0.93","0.0138","cubic feet","","0.759","UK","gl_automotive","67208","257","0","27","45","4.99","4.16","58.24","91.68","112.88","33","22","0","0","0","0.48","40","0","40","0","0","0","","","","","","","","","","","","","78.3","0","","2026-08-09","78.3","77.3","2026-08-10","95","0","0","0","257","N","","",""
"2026-08-13","RPALH373","X002AN1A4D","B0F6Y8FTH4","MNFPSJB Boys' Necklaces 2 Pcs Football Stuff 3D Pendant Chain Kids Gifts for Men Women Unisex","New","51","7","0","60","0","0","0","0","0","GBP","0","26","41","49","Low traffic","5.29","0.0","5.49","0.0","NoExcessInventory","58","0.0","0","0","0.0","1.63","0.003531","cubic feet","","0.180081","UK","gl_jewelry","292188","366","0","15","26","5.29","0.0","118.82","187.37","221.97","60","0","0","0","0","0.14","50","0","50","0","0","0","","","","","","","","","","","","","20.2","0","","2026-08-09","9.6","20.2","2026-08-10","108","0","0","0","366","N","","",""
"2026-08-13","RPALH146","X002AMOXCZ","B0F6XS3X6D","Eyeglass Chain 2 PCS Fashion Sunglasses Chain, Glasses Round Neck for Women Men, Anti-lost String for Glasses Retainer Sunglasses Strap Holder Lanyard Mask Chain Necklace","New","8","0","0","1","8","0","0","0","0","GBP","0","3","8","9","Low traffic","4.19","0.0","4.19","0.0","GoToRestock","8","0.0","0","0","0.0","0.65","0.003531","cubic feet","","0.028248","UK","gl_apparel","498981","106","0","10","11","4.19","0.0","10.47","28.42","32.16","0","0","1","0","0","0.01","0","0","0","0","1","0","","","","","","","","","","","","","141.3","0","","2026-08-09","73.0","141.3","2026-08-10","8","1","0","0","130","N","","",""
"2026-08-13","RPALH569","X002IGHSST","B0GMQN9C9T","Knot Tying Tool Set With Hook Covers, 4 Pack Accessories For Sea, Safe Hook Guard, Braid-to-Leader Knot Helper, Transport Fully Rigged Rods, Blue, Compact 2.5×4 Cm Size","New","19","0","0","22","0","0","0","0","0","GBP","3","5","6","10","Low traffic","4.79","0.0","4.79","0.0","Create Outlet deal","0","3.83","2","0","76.24","0.77","0.003531","cubic feet","Standard","0.067089","UK","gl_sports","47162","303","0","15","24","4.79","11.97","19.95","24.11","40.75","15","7","0","0","0","0.05","0","0","0","0","3","0","","","","","","","","","","","","","240.0","0","","2026-08-09","240.0","126.1","2026-08-10","19","0","3","0","366","N","","",""
"2026-08-13","RPALH180","X002AMWPM5","B0F6W95Z4Z","Section Adhesive Island Dressings Pads,Wound Cover Barrier Absorbent Patche, Transparent Film Bandage-10Pcs-6 * 7CM","New","32","0","0","32","0","0","0","0","0","GBP","2","7","17","27","Low traffic","4.09","0.0","4.09","0.0","NoRestockExcessActionRequired","32","0.0","0","0","0.0","1.15","0.003531","cubic feet","","0.112992","UK","gl_drugstore","74100","239","0","35","29","4.09","6.82","23.87","57.97","90.37","1","31","0","0","0","0.07","30","0","30","0","0","0","","","","","","","","","","","","","98.0","0","","2026-08-09","98.0","63.1","2026-08-10","62","0","0","0","239","N","","",""
